trial_id,start_idx,rmse,mae,pearson_r,bias,stderr,nrmse,nrmse_bw,y_true_median_abs,y_pred_median_abs
gt_small_020,1664,478.8171656947758,397.6865579634905,0.6839549647533018,-132.85291557013988,460.0173703116999,0.5306551522072759,0.6507878568736334,902.313232421875,604.416748046875
gt_small_020,1792,481.0267232906347,392.4938226044178,0.6901223589838648,-133.8542227447033,462.0278731560859,0.6819453804792195,0.6537909932594423,705.374267578125,549.4597473144531
gt_small_020,1920,458.60699641122466,379.56230014562607,0.7586354652340365,-182.3676283955574,420.78786255155325,0.4888578349115654,0.6233190573037373,938.1193542480469,588.401123046875
gt_small_020,2048,417.13686325488794,345.48347617685795,0.7955064700862159,-143.24377463757992,391.77083060598744,0.4240188622639763,0.5669546221609079,983.7695922851562,646.2172241210938
gt_small_020,2176,374.78381361689657,309.5267656594515,0.8353215177386637,-91.17127959430218,363.52538388173423,0.5465029293540291,0.5093901646169169,685.7855529785156,580.3996276855469
gt_small_020,2304,397.4698021297649,324.4874065220356,0.7732436480441289,-159.96272227168083,363.8600982362693,0.4567450443895667,0.540223992021427,870.2224731445312,598.5145263671875
gt_small_020,2432,440.34261413011996,356.0300350189209,0.7709702681939511,-196.6957564353943,393.97004609393315,0.44200414937691906,0.5984948883861637,996.2409057617188,572.9532775878906
gt_small_020,2560,443.3424607009172,357.6006164252758,0.8063951749137218,-126.97062686085701,424.7717002990022,0.6498133281867563,0.6025721518191195,682.2612609863281,546.1543884277344
gt_small_020,2688,448.025391176708,361.92391307651997,0.7804231497275979,-140.35260479152203,425.47373299332725,0.5473738236943817,0.6089369910658621,818.4998474121094,621.1681823730469
gt_small_020,2816,435.11502492601426,360.4300620406866,0.7959219276752519,-170.87663270533085,400.15779551528607,0.4048886674058835,0.5913897722405902,1074.6535034179688,667.9368286132812
gt_small_020,2944,395.57830838733,330.65118458867073,0.8021560753848651,-98.64151188731194,383.0823021220986,0.4950094491031682,0.5376531544510093,799.1328430175781,640.6867065429688
gt_small_020,3072,445.56197808700415,354.8769444525242,0.7115627554215253,-106.3627835214138,432.6805225548994,0.5796460175049815,0.605588825126747,768.679443359375,616.4348754882812
gt_small_020,3200,509.28798612293815,412.1753803640604,0.7003816623088112,-206.60869728028774,465.4966154735182,0.5175690755313087,0.6922024955799363,984.0000305175781,604.3113098144531
gt_small_020,3328,488.5263231906682,395.8247569948435,0.7521403991917528,-181.95098362863064,453.3782173933448,0.5453708486800848,0.6639841293790938,895.76904296875,586.2909240722656
gt_small_020,3456,421.8044868402653,345.54973889887333,0.8168473740686256,-101.83448837697506,409.3272066398461,0.6904972723473733,0.5732986569354609,610.87060546875,572.4106140136719
gt_small_020,3584,397.5653540210631,327.85030494630337,0.8153497973115926,-139.5476926714182,372.2695961100996,0.464646046199807,0.5403538620741598,855.6305541992188,597.5833129882812
gt_small_020,3712,432.3944224750132,361.2965907752514,0.7931593708520165,-178.6714349091053,393.7530380010058,0.4216657519972946,0.5876920454978093,1025.4435424804688,585.49267578125
gt_small_021,0,267.6303305647239,215.60011244565248,0.8096958577450579,-70.6183674260974,258.145385432814,0.727813964920731,0.3637517234994549,367.7180480957031,287.91778564453125
gt_small_021,128,281.41439016415603,234.3236931115389,0.7584501914120316,-83.34155814349651,268.7903340480793,0.4810052989079978,0.3824864290372491,585.0546569824219,336.31117248535156
gt_small_021,256,263.1241799989889,225.02860890328884,0.8013995962051962,-94.56257654726505,245.54480897971135,0.34702806346143644,0.3576271559619285,758.2216186523438,442.05747985839844
gt_small_021,384,305.9955003174636,255.4730603992939,0.7190140316375948,-88.9832509458065,292.7716298852239,0.6923161303012583,0.4158960248963148,441.9881134033203,248.48735809326172
gt_small_021,512,310.9423453065131,259.0970805436373,0.7339179595144029,-132.44878785312176,281.32269851711857,0.40551830180358833,0.42261956548625634,766.777587890625,349.0294647216797
gt_small_021,640,269.38400626325125,222.54477509856224,0.8217086786325056,-83.728998452425,256.0413983101037,0.7418227777086582,0.3661352446663286,363.13795471191406,234.9915008544922
gt_small_021,768,317.41846059123196,276.8845139592886,0.7173026233215508,-150.3505981117487,279.5517425657492,0.39620060829480286,0.4314216249965776,801.1559143066406,345.1517333984375
gt_small_021,896,249.7739366786376,211.14697686582804,0.8127071575627766,-74.69700749963522,238.342980837581,0.5206246392723257,0.33948207499644933,479.75819396972656,318.9463806152344
gt_small_021,1024,293.39028042678774,241.0621523335576,0.7297479975145422,-99.94317357987165,275.84274270622535,0.47759090332403503,0.3987635479806833,614.3129577636719,327.4436340332031
gt_small_021,1152,307.2645783817237,261.57917964458466,0.700178013409726,-106.22331726551056,288.3194894508679,0.39551036665356953,0.4176209016401274,776.8812255859375,428.9588165283203
